user_id,id,created_at,lang,text,favorite_count,quote_count,reply_count,retweet_count,views_count,bookmark_count,is_quote,user_mentions,hashtags,user_screen_name,user_name,user_created_at,description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_media_count,user_statuses_count,user_description_urls,user_possibly_sensitive,user_profile_banner_url,user_profile_image_url,user_location,user_professional_type,user_professional_category,possibly_sensitive,user_is_blue_verified,user_profile_image_shape,user_can_dm,user_verified
3376321847,1695845659704807911,2023-08-27 17:08:07+00:00,en,"In the news:
CIA killed JFK
9/11 was an inside job
SARS-CoV-2 is a US bioweapon
ClotShots are a Depopulation tool
Hunter Biden Laptop revelations
Huge money laundering through Ukraine
US govt blew up Nordstream
US govt wants WWIII
And life goes on like nothing happened",46968,358,1036,14791,1209647,1170,False,[],[],iluminatibot,illuminatibot,2015-07-14 20:12:08+00:00,"The Illuminati, The NWO, The Occult, Symbolism, Truth. As an Amazon Associate I earn from qualifying purchases. Business inquiries: illuminatibis@protonmail.com",179,1271724,776,3917,66833,120062,[],False,https://pbs.twimg.com/profile_banners/3376321847/1677893493,https://pbs.twimg.com/profile_images/1629966305666187264/zIZNcdrq_normal.jpg,,,,,True,Circle,True,False
1363503142176911360,1695821872406073800,2023-08-27 15:33:35+00:00,en,"my response to every situation is ""it's all good"" because even if it isn't it will be",58239,468,77,18947,2826456,1228,False,[],[],sajzxa,ً,2021-02-21 14:58:58+00:00,,70062,34892,3072,46,325,7759,[],False,https://pbs.twimg.com/profile_banners/1363503142176911360/1688538441,https://pbs.twimg.com/profile_images/1696502081182674944/LuHAXq4w_normal.jpg,,,,,False,Circle,True,False
1455935038411902986,1695815113163288979,2023-08-27 15:06:44+00:00,en,“wya?” my limit bro. i’m at my limit,125603,971,219,45128,6333423,1978,False,[],[],keepingpain,dev,2021-11-03 16:29:03+00:00,real mf tweeting onna letter app (turn on notifications),1230,63789,76,71,81,746,[],False,https://pbs.twimg.com/profile_banners/1455935038411902986/1679887176,https://pbs.twimg.com/profile_images/1640191751347396609/hPYfggNF_normal.jpg,hell,,,,True,Circle,True,False
363370218,1695809439402717240,2023-08-27 14:44:11+00:00,en,"reset, readjust, restart &amp; refocus as many times as you need to",37638,256,47,17588,2158601,611,False,[],[],thelovelyMC,mamamoo🤎✨,2011-08-28 00:05:40+00:00,sahm x 2 | coffee | self care🌿 #blacklivesmatter,287854,45634,9311,92,1616,135668,[],False,https://pbs.twimg.com/profile_banners/363370218/1689348630,https://pbs.twimg.com/profile_images/1686254475869319169/Myi8DOGV_normal.jpg,Ocean,Creator,[],,True,Circle,True,False
1504483374542458885,1695807999464673464,2023-08-27 14:38:28+00:00,en,“yOu LoOk MeAn” well don't look at me,57420,924,101,23899,2989565,723,False,[],[],prplexi,purple,2022-03-17 15:43:20+00:00,if u relate turn on post notis 💞,10316,99982,344,154,122,5734,[],False,https://pbs.twimg.com/profile_banners/1504483374542458885/1692843736,https://pbs.twimg.com/profile_images/1696706875369414656/3JWeLpjg_normal.jpg,dm for business,,,,False,Circle,True,False
1363503142176911360,1695783835328512004,2023-08-27 13:02:27+00:00,en,my mental state: if you give me a long hug i might start crying,50243,757,101,15992,2193744,792,False,[],[],sajzxa,ً,2021-02-21 14:58:58+00:00,,70062,34892,3072,46,325,7759,[],False,https://pbs.twimg.com/profile_banners/1363503142176911360/1688538441,https://pbs.twimg.com/profile_images/1696502081182674944/LuHAXq4w_normal.jpg,,,,,False,Circle,True,False
1504483374542458885,1695768965359001838,2023-08-27 12:03:21+00:00,en,going home to be ugly in peace is one of my favorite things to do,72474,390,61,16996,2439051,902,False,[],[],prplexi,purple,2022-03-17 15:43:20+00:00,if u relate turn on post notis 💞,10316,99982,344,154,122,5734,[],False,https://pbs.twimg.com/profile_banners/1504483374542458885/1692843736,https://pbs.twimg.com/profile_images/1696706875369414656/3JWeLpjg_normal.jpg,dm for business,,,,False,Circle,True,False
1552795969959636992,1695768522620538910,2023-08-27 12:01:36+00:00,en,"Black supremacist mows down 62 white people at a Christmas parade
21 months later: No motive

Transgender terrorist attacks a Christian school and writes a manifesto 
5 months later: No motive

White killer shoots up a Dollar Tree 
Hours later: Motive declared a hate crime,…",71007,886,1745,20562,5611390,2574,False,[],[],EndWokeness,End Wokeness,2022-07-28 23:20:28+00:00,"Fighting, exposing, and mocking wokeness. DM for submissions",4964,1600927,915,3393,2551,6880,[],False,https://pbs.twimg.com/profile_banners/1552795969959636992/1682037190,https://pbs.twimg.com/profile_images/1563691268793946117/OedvhFeS_normal.jpg,,,,,True,Circle,True,False
1363503142176911360,1695735749612916788,2023-08-27 09:51:22+00:00,en,i hate getting flashbacks from things i don't want to remember,143877,1889,222,50756,5552350,1883,False,[],[],sajzxa,ً,2021-02-21 14:58:58+00:00,,70062,34892,3072,46,325,7759,[],False,https://pbs.twimg.com/profile_banners/1363503142176911360/1688538441,https://pbs.twimg.com/profile_images/1696502081182674944/LuHAXq4w_normal.jpg,,,,,False,Circle,True,False
1638900451717578752,1695710637782167931,2023-08-27 08:11:35+00:00,en,pressuring myself bc i know i can do better,37912,712,39,18198,1984581,749,False,[],[],vxytri,ً,2023-03-23 13:48:21+00:00,@vxyadi,21675,128806,213,181,49,1297,[],False,https://pbs.twimg.com/profile_banners/1638900451717578752/1679581238,https://pbs.twimg.com/profile_images/1690186031386202112/a0rqrnvJ_normal.jpg,🐚,,,,False,Circle,False,False
1363503142176911360,1695707942514028917,2023-08-27 08:00:52+00:00,en,the worst battle i ever fought was between what i knew and what i felt,47819,475,66,14594,1898083,1465,False,[],[],sajzxa,ً,2021-02-21 14:58:58+00:00,,70062,34892,3072,46,325,7759,[],False,https://pbs.twimg.com/profile_banners/1363503142176911360/1688538441,https://pbs.twimg.com/profile_images/1696502081182674944/LuHAXq4w_normal.jpg,,,,,False,Circle,True,False
4325036369,1695707693762433170,2023-08-27 07:59:53+00:00,en,"big hug to those pressuring their self to be better, to those exhausting their self to make their parents proud. to those who feel left out, feel unloved, and unappreciated. to those who have insecurities, to those who are dealing with anxiety and depression,",67025,940,89,27848,2785108,2180,False,[],[],klareyskin,shi🪷,2015-11-30 04:08:36+00:00,to live for the hope of it all,166552,5965,4528,14,3651,38006,[],False,https://pbs.twimg.com/profile_banners/4325036369/1691861087,https://pbs.twimg.com/profile_images/1677111947337302017/av_FQCpp_normal.jpg,jonaxx stories ,,,,False,Circle,True,False
1014141614,1695698416356200487,2023-08-27 07:23:01+00:00,en,"$100 in 12 hours ⚡

☑️ RT &amp; Follow @yellooww_1",2815,7,2246,12466,111115,161,False,"[{'id_str': '1551725958650101766', 'name': 'yellow', 'screen_name': 'yellooww_1', 'indices': [39, 50]}]",[],SirKunt,Sir Kunt • Crypto & NFT,2012-12-15 23:51:28+00:00,Crypto & NFT Enthusiast/Full Time Trader⚡️ Partners : #OKX #MEXC #GATE Favs : #MATIC #ETH #BNB #BTC #AVAX $SWCH,5338,2292779,2448,1818,6470,12239,[],False,https://pbs.twimg.com/profile_banners/1014141614/1686991551,https://pbs.twimg.com/profile_images/1671896216295325701/mwSf9nRS_normal.jpg,United Kingdom,Business,"[{'id': 934, 'name': 'Social Media Influencer', 'icon_name': 'IconBriefcaseStroke'}]",,True,Circle,True,False
353082427,1695696116866576850,2023-08-27 07:13:53+00:00,en,"$150 ! Draw in 24 Hours ⏳

🩸Retweet + Follow

@wjf110
@nvjishi",3341,9,2836,13815,86082,286,False,"[{'id_str': '1356924709036679168', 'name': '好家伙', 'screen_name': 'wjf110', 'indices': [46, 53]}, {'id_str': '1305718816413020160', 'name': '女技师', 'screen_name': 'nvjishi', 'indices': [54, 62]}]",[],TheToriant,The Toriant,2011-08-11 14:37:03+00:00,Crypto Guru - Gem Seeker - #iWonToriant #BTC #BNB #AVAX . #Monsterra Gamer and #MSTR Holder,1974,1279692,3269,1736,1066,27263,[],False,https://pbs.twimg.com/profile_banners/353082427/1666796181,https://pbs.twimg.com/profile_images/1585277123455078400/VYpKaJ8g_normal.jpg,,,,,True,Circle,True,False
1401406260000460800,1695687130826019288,2023-08-27 06:38:10+00:00,en,"$100 • 48 Hours 🍒

- RT &amp; Follow 

@Lltt_232 , @KeyCarRental",3071,4,2435,22202,75413,199,False,"[{'id_str': '4506426376', 'name': 'عبد العزيز | Abdalaziz', 'screen_name': 'Lltt_232', 'indices': [39, 48]}, {'id_str': '1638069726', 'name': 'المفتاح للتأجير', 'screen_name': 'KeyCarRental', 'indices': [51, 64]}]",[],ZaraGiveaway,Zara Crypto ☀️,2021-06-06 05:19:31+00:00,Giveaway Host since 2021 | Hosted over 3K+ Giveaways | Crypto & NFT Marketing Strategist | Picker: @Pickaw | Proofs: #Zarawinners | Telegram: https://t.co/gQr2aYE8nh,10903,378834,950,1574,320,12183,"[{'display_url': 't.me/Zarapromos', 'expanded_url': 'http://t.me/Zarapromos', 'url': 'https://t.co/gQr2aYE8nh', 'indices': [142, 165]}]",False,https://pbs.twimg.com/profile_banners/1401406260000460800/1668926860,https://pbs.twimg.com/profile_images/1602888267732602880/VMOSp_8e_normal.jpg,,Business,[],,True,Circle,True,False
276449616,1695682517654020265,2023-08-27 06:19:51+00:00,en,Praying that September gives you peace of mind and genuine happiness.,64592,1317,142,25353,3217927,574,False,[],[],neiljedcastro,Neil Jed Castro,2011-04-03 11:23:22+00:00,A work in progress.,14191,185415,73,98,204,12020,[],False,https://pbs.twimg.com/profile_banners/276449616/1650249381,https://pbs.twimg.com/profile_images/1617732520778559494/CPRQGxHF_normal.jpg,Republic of the Philippines,Creator,"[{'id': 957, 'name': 'Author', 'icon_name': 'IconBriefcaseStroke'}]",,False,Circle,False,False
353082427,1695675913449447519,2023-08-27 05:53:36+00:00,en,"$150 ! Draw in 24 Hours ⏳

🩸Retweet + Follow @DCNTRLnetwork and RT pin 📌",2670,11,4180,12498,76715,194,False,"[{'id_str': '1672332594598531072', 'name': 'DCNTRL Network | USDEFI', 'screen_name': 'DCNTRLnetwork', 'indices': [45, 59]}]",[],TheToriant,The Toriant,2011-08-11 14:37:03+00:00,Crypto Guru - Gem Seeker - #iWonToriant #BTC #BNB #AVAX . #Monsterra Gamer and #MSTR Holder,1974,1279692,3269,1736,1066,27263,[],False,https://pbs.twimg.com/profile_banners/353082427/1666796181,https://pbs.twimg.com/profile_images/1585277123455078400/VYpKaJ8g_normal.jpg,,,,,True,Circle,True,False
1401406260000460800,1695675319280123921,2023-08-27 05:51:14+00:00,en,"$100 • 24 Hours 🍒 

- RT &amp; Follow @DCNTRLnetwork + RT 📌",2785,16,4078,13038,83240,155,False,"[{'id_str': '1672332594598531072', 'name': 'DCNTRL Network | USDEFI', 'screen_name': 'DCNTRLnetwork', 'indices': [38, 52]}]",[],ZaraGiveaway,Zara Crypto ☀️,2021-06-06 05:19:31+00:00,Giveaway Host since 2021 | Hosted over 3K+ Giveaways | Crypto & NFT Marketing Strategist | Picker: @Pickaw | Proofs: #Zarawinners | Telegram: https://t.co/gQr2aYE8nh,10903,378834,950,1574,320,12183,"[{'display_url': 't.me/Zarapromos', 'expanded_url': 'http://t.me/Zarapromos', 'url': 'https://t.co/gQr2aYE8nh', 'indices': [142, 165]}]",False,https://pbs.twimg.com/profile_banners/1401406260000460800/1668926860,https://pbs.twimg.com/profile_images/1602888267732602880/VMOSp_8e_normal.jpg,,Business,[],,True,Circle,True,False
1207888079291215872,1695675051532779723,2023-08-27 05:50:11+00:00,en,"“it’s okay, i don’t care” *starts crying*",65215,1087,126,26365,3262585,1050,False,[],[],rieszxr,ً,2019-12-20 04:59:08+00:00,@crzmrieez,24090,22379,9477,19,27,1770,[],False,https://pbs.twimg.com/profile_banners/1207888079291215872/1687142364,https://pbs.twimg.com/profile_images/1696899163634462720/MHX-J6U1_normal.jpg,,,,,False,Circle,True,False
281993997,1695672686691700880,2023-08-27 05:40:47+00:00,en,"$750 • 15 Days👑

▪️RT &amp; Follow: @bitcoin_scoop",3745,25,2638,12940,128155,2214,False,"[{'id_str': '2806482575', 'name': 'Bitcoin Scoop', 'screen_name': 'bitcoin_scoop', 'indices': [36, 50]}]",[],ChiniGives,Chini The Crypto Queen👑,2011-04-14 11:09:16+00:00,I can help you to develop your #crypto & #NFT Community. #NFTGIVEAWAYS #WEB3 #chiniwinner @chiniclaim #MATIC,993,1016670,1632,1492,753,36496,[],False,https://pbs.twimg.com/profile_banners/281993997/1671203053,https://pbs.twimg.com/profile_images/1607698243378450432/rxFfjKYA_normal.jpg,"London, England",,,,True,Circle,True,False
1561734694084935681,1695670678584697120,2023-08-27 05:32:48+00:00,en,"my love language is all of em, do everything",35255,325,36,12806,1555031,701,False,[],[],ihyric,𝕽,2022-08-22 15:19:13+00:00,kutabare ⋆ | dm for promos ⋆,16382,45887,4633,111,739,2853,[],False,https://pbs.twimg.com/profile_banners/1561734694084935681/1687888793,https://pbs.twimg.com/profile_images/1673752977889173507/QnRFOxfj_normal.jpg,NG,,,,True,Circle,True,False
1401406260000460800,1695657848963772456,2023-08-27 04:41:49+00:00,en,"$100 • 24 Hours 🍒 

- RT &amp; Follow

@bitafxofficial
@Goldendog_1000x
@dizyo488593
@CryptoJoe76",2881,8,2560,11122,97998,191,False,"[{'id_str': '1692123827369906177', 'name': 'BitaFX Exchange', 'screen_name': 'bitafxofficial', 'indices': [39, 54]}, {'id_str': '1646523917606199298', 'name': '加密猴.$ETH ||金狗社区 🇨🇳', 'screen_name': 'Goldendog_1000x', 'indices': [55, 71]}, {'id_str': '1654645906556461058', 'name': 'Coin Circle 小公主', 'screen_name': 'dizyo488593', 'indices': [72, 84]}, {'id_str': '1475829193803894784', 'name': 'JOE’s Crypto', 'screen_name': 'CryptoJoe76', 'indices': [85, 97]}]",[],ZaraGiveaway,Zara Crypto ☀️,2021-06-06 05:19:31+00:00,Giveaway Host since 2021 | Hosted over 3K+ Giveaways | Crypto & NFT Marketing Strategist | Picker: @Pickaw | Proofs: #Zarawinners | Telegram: https://t.co/gQr2aYE8nh,10903,378834,950,1574,320,12183,"[{'display_url': 't.me/Zarapromos', 'expanded_url': 'http://t.me/Zarapromos', 'url': 'https://t.co/gQr2aYE8nh', 'indices': [142, 165]}]",False,https://pbs.twimg.com/profile_banners/1401406260000460800/1668926860,https://pbs.twimg.com/profile_images/1602888267732602880/VMOSp_8e_normal.jpg,,Business,[],,True,Circle,True,False
1401406260000460800,1695656101339971751,2023-08-27 04:34:52+00:00,en,"$100 • 48 Hours 🍒

- RT &amp; Follow

@bycoinhunter , @coinagend",3513,11,2802,14506,102681,218,False,"[{'id_str': '1346528926554869760', 'name': 'Coin Hunter', 'screen_name': 'bycoinhunter', 'indices': [38, 51]}, {'id_str': '1644144309627760640', 'name': 'Coin Agend', 'screen_name': 'coinagend', 'indices': [54, 64]}]",[],ZaraGiveaway,Zara Crypto ☀️,2021-06-06 05:19:31+00:00,Giveaway Host since 2021 | Hosted over 3K+ Giveaways | Crypto & NFT Marketing Strategist | Picker: @Pickaw | Proofs: #Zarawinners | Telegram: https://t.co/gQr2aYE8nh,10903,378834,950,1574,320,12183,"[{'display_url': 't.me/Zarapromos', 'expanded_url': 'http://t.me/Zarapromos', 'url': 'https://t.co/gQr2aYE8nh', 'indices': [142, 165]}]",False,https://pbs.twimg.com/profile_banners/1401406260000460800/1668926860,https://pbs.twimg.com/profile_images/1602888267732602880/VMOSp_8e_normal.jpg,,Business,[],,True,Circle,True,False
1446092842649096199,1695655976060502107,2023-08-27 04:34:23+00:00,en,me omw to tiktok to repost everything on my fyp,27938,511,34,15990,1302277,178,False,[],[],fuclaure,ً,2021-10-07 12:39:46+00:00,,370412,38170,1840,63,1780,82101,[],False,https://pbs.twimg.com/profile_banners/1446092842649096199/1687605669,https://pbs.twimg.com/profile_images/1693238233604472832/0mnN0vqH_normal.jpg,kav ,,,,False,Circle,True,False
1050017562904293377,1695651316238819769,2023-08-27 04:15:52+00:00,en,"$100 | Ends in 24 Hours 

🟩 RT &amp; Follow @bitcoin_scoop",2824,15,2319,13165,83298,127,False,"[{'id_str': '2806482575', 'name': 'Bitcoin Scoop', 'screen_name': 'bitcoin_scoop', 'indices': [44, 58]}]",[],TheRylai,I'm Rylai,2018-10-10 13:37:50+00:00,Do your own research. #RylaiWins,6533,508957,2915,1734,791,6726,[],False,https://pbs.twimg.com/profile_banners/1050017562904293377/1645989505,https://pbs.twimg.com/profile_images/1555924530262167553/saNychxZ_normal.jpg,Dota,,,,True,Circle,True,False
462072336,1695651312996643248,2023-08-27 04:15:51+00:00,en,"$100 • 24 Hours ⏳🎵

•RT &amp; Follow @bitcoin_scoop",2620,9,1990,12148,81939,124,False,"[{'id_str': '2806482575', 'name': 'Bitcoin Scoop', 'screen_name': 'bitcoin_scoop', 'indices': [37, 51]}]",[],noxuspi,Noxus PI - Crypto,2012-01-12 14:45:18+00:00,Noxus Crypto | | #BTC #BNB #ETH #SOL #MATIC #ONE #XRP #NEAR #MINA #zkSync - #NoxusPaid @noxusclaim,1679,779640,1789,619,666,10681,[],False,https://pbs.twimg.com/profile_banners/462072336/1679135800,https://pbs.twimg.com/profile_images/1636760154023636994/gK6glRS5_normal.jpg,,,,,False,Circle,True,False
804999113611874304,1695650713840271403,2023-08-27 04:13:28+00:00,en,"$125 | 3 Days 🐰

- RT &amp; Follow : @bitcoin_scoop 

—————————————————

@bitcoin_scoop provide every day the most fresh news in the crypto market",2845,13,2084,11955,90598,498,False,"[{'id_str': '2806482575', 'name': 'Bitcoin Scoop', 'screen_name': 'bitcoin_scoop', 'indices': [37, 51]}, {'id_str': '2806482575', 'name': 'Bitcoin Scoop', 'screen_name': 'bitcoin_scoop', 'indices': [73, 87]}]",[],BanniBruno,Banny Crypto & NFT,2016-12-03 10:41:59+00:00,Banny Crypto & NFT Project Introductions! #BannyPaid * #NFT #CRYPTO #ETH #AVAX #MATIC #ADA #SOL #BSC #Bitcoin *,40440,262505,1676,1039,127,12644,[],False,https://pbs.twimg.com/profile_banners/804999113611874304/1652819882,https://pbs.twimg.com/profile_images/1526663308421611520/sNGhw-kb_normal.jpg,,,,,True,Circle,True,False
720777163687866368,1695644728895877485,2023-08-27 03:49:41+00:00,en,"“it's up to you”, please don’t stress me out like this. 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",204365,2805,304,57706,8166948,2240,False,[],[],httpsnimroood,𝖓𝖎𝖒.,2016-04-15 00:54:02+00:00,♡♡♡ @calliopecocos • 🍥 • a chef 🧑‍🍳 • follow for more relatable tweets! • 📩 dm for cheap ads & promo,17820,142243,82519,78,297,15111,[],False,https://pbs.twimg.com/profile_banners/720777163687866368/1659504324,https://pbs.twimg.com/profile_images/1664608754367885312/7tlZ8F7M_normal.jpg,pampanga メ ♡ 83.2km,,,,False,Circle,True,False
1504483374542458885,1695640203669692693,2023-08-27 03:31:42+00:00,en,compliments from kids hit differently,78665,2595,225,19745,3026437,698,False,[],[],prplexi,purple,2022-03-17 15:43:20+00:00,if u relate turn on post notis 💞,10316,99982,344,154,122,5734,[],False,https://pbs.twimg.com/profile_banners/1504483374542458885/1692843736,https://pbs.twimg.com/profile_images/1696706875369414656/3JWeLpjg_normal.jpg,dm for business,,,,False,Circle,True,False
1053471548,1695621884052996391,2023-08-27 02:18:54+00:00,en,"$100 Giveaway || 3 Days 🔥

- RT &amp; Follow @bitcoin_scoop",3246,13,2249,13965,84895,385,False,"[{'id_str': '2806482575', 'name': 'Bitcoin Scoop', 'screen_name': 'bitcoin_scoop', 'indices': [45, 59]}]",[],Fonspromo,Fons • Crypto & NFT 🔥,2013-01-01 20:56:40+00:00,Giveaway Host ¤ |💥🔥 Crypto & Social Media Promoter ¤ | Vouch : #fonspaid ¤ | 🌟💫DM for Business ¤ |⚡✨ Draw @pickaw 🍁 ~ Telegram: https://t.co/v2bMGIzsEW #metatime,1138,205570,660,803,112,4321,"[{'display_url': 't.me/fonspromo', 'expanded_url': 'http://t.me/fonspromo', 'url': 'https://t.co/v2bMGIzsEW', 'indices': [128, 151]}]",False,https://pbs.twimg.com/profile_banners/1053471548/1677356740,https://pbs.twimg.com/profile_images/1629619662597046274/iRzuTkex_normal.jpg,ActiveGA,,,,True,Circle,True,False
